Episode;Step;Reward
0;11358;-0.0066961840629577996
0;11395;-0.006698806667327917
0;11432;-0.006417532348632848
0;11469;-0.005874295616149938
0;11506;-0.005114336395263708
0;11543;-0.0042027429580688835
0;11580;-0.0032111004829407097
0;11617;-0.0022079543113708855
0;11654;-0.001256187343597448
0;11691;-0.0004202322006225945
0;11728;0.00023267707824703443
0;11765;0.0006437107086181282
0;11802;0.0007800861358642219
0;11839;0.0006395979881286262
0;11876;0.00023977003097530591
0;11913;-0.0003920988082886101
0;11950;-0.001216669464111364
0;11987;-0.0021765426635742546
0;12024;-0.003199119949340856
0;12061;-0.004207392120361364
0;12098;-0.005127509021759069
0;12135;-0.00589444198608402
0;12172;-0.006454129600524938
0;12209;-0.006765206241607702
0;12246;-0.006800432586669958
0;12283;-0.006551165962219274
0;12320;-0.006032605552673376
0;12357;-0.005285580539703405
0;12394;-0.004370530033111608
0;12431;-0.0033570722579956414
0;12468;-0.0023136929512024285
0;12505;-0.0013097123146057488
0;12542;-0.0004162982940674187
0;12579;0.0002984806060790657
0;12616;0.0007788344383239387
0;12653;0.0009908481597900032
0;12690;0.0009240313529967903
0;12727;0.0005861922264098762
0;12764;8.150100707648988e-07
0;12801;-0.0007932976722717644
0;12838;-0.0017384485244751335
0;12875;-0.0027647212982178093
0;12912;-0.0037970141410827996
0;12949;-0.004760880851745641
0;12986;-0.005587835693359411
0;13023;-0.006220300579071081
0;13060;-0.006612677955627477
0;13097;-0.006732423686981237
0;13134;-0.0065667823791504265
0;13171;-0.006127138519287145
0;13208;-0.005449433708190954
0;13245;-0.004591603660583532
0;13282;-0.003624220275878942
0;13319;-0.002617915058136022
0;13356;-0.0016374782562256218
0;13393;-0.0007458523750305535
0;13430;-9.735012054479242e-06
0;13467;0.0005067392349242805
0;13504;0.0007580324172973274
0;13541;0.0007300778388976692
0;13578;0.00043408117294307935
0;13615;-0.00010617532730106127
0;13652;-0.0008573130607605339
0;13689;-0.0017696217536926628
0;13726;-0.002775688552856481
0;13763;-0.0037991003036499382
0;13800;-0.004763980293273962
0;13837;-0.005601127529144323
0;13874;-0.0062518314361572624
0;13911;-0.0066694811820984246
0;13948;-0.006820340538024938
0;13985;-0.0066877798080444695
0;14022;-0.006276507759094274
0;14059;-0.005617101573944128
0;14096;-0.004762907409668005
0;14133;-0.003781516933441198
0;14170;-0.002742250347137487
0;14207;-0.0017134741783142449
0;14244;-0.0007659987449646355
0;14281;2.9961681365930914e-05
0;14318;0.0006122990608214973
0;14355;0.0009373827934264778
0;14392;0.000985185718536341
0;14429;0.0007569595336913704
0;14466;0.0002696319580077766
0;14503;-0.00044461050033572924
0;14540;-0.0013355807304382683
0;14577;-0.0023374752044678093
0;14614;-0.0033763245582580925
0;14651;-0.004377205753326452
0;14688;-0.00526805677413944
0;14725;-0.005986829185485876
0;14762;-0.006482739830017126
0;14799;-0.006717522525787389
0;14836;-0.006669361972808874
0;14873;-0.006339509868621862
0;14910;-0.005753834629058874
0;14947;-0.004961986923217809
0;14984;-0.004030902767181432
0;15021;-0.003032465362548864
0;15058;-0.0020337299346924187
0;15095;-0.0010977581977844597
0;15132;-0.00028945960998538744
0;15169;0.0003243490219115852
0;15206;0.0006882949829101204
0;15243;0.0007750793457030891
0;15280;0.0005870266914367317
0;15317;0.0001438661575317024
0;15354;-0.0005255536079407097
0;15391;-0.0013787940979004265
0;15428;-0.0023552373886108757
0;15465;-0.0033809141159057976
0;15502;-0.004378755474090612
0;15539;-0.005276163005828893
0;15576;-0.006009955787658727
0;15613;-0.0065283373832702996
0;15650;-0.006792028331756628
0;15687;-0.006777007961273229
0;15724;-0.006478150272369421
0;15761;-0.005915482425689733
0;15798;-0.00513370790481571
0;15835;-0.004196246051788366
0;15872;-0.0031724766731262566
0;15909;-0.002131004714965856
0;15946;-0.0011413291931152703
0;15983;-0.00027485647201541674
0;16020;0.000401835060119593
0;16057;0.0008365913391112922
0;16094;0.000999371623992884
0;16131;0.0008833809852599739
0;16168;0.0004998250961303352
0;16205;-0.00012608327865604174
0;16242;-0.0009515480041504265
0;16279;-0.00191642799377445
0;16316;-0.0029491976737976433
0;16353;-0.00397481479644779
0;16390;-0.004919190788269079
0;16427;-0.005715449237823522
0;16464;-0.006308396244049108
0;16501;-0.006654341602325475
0;16538;-0.006723840618133581
0;16575;-0.006508250617980993
0;16612;-0.006023128414154089
0;16649;-0.005308766746521032
0;16686;-0.004426141166687048
0;16723;-0.003446896457672155
0;16760;-0.002440710449218786
0;16797;-0.001471181297302282
0;16834;-0.0006022051811218621
0;16871;9.952030181881177e-05
0;16908;0.0005714102745055794
0;16945;0.0007733508110046028
0;16982;0.0006966396331786751
0;17019;0.0003554626464843391
0;17056;-0.0002249673843384148
0;17093;-0.0010088876724243523
0;17130;-0.0019430712699890496
0;17167;-0.0029578999519348503
0;17204;-0.0039763049125671746
0;17241;-0.004923422718048132
0;17278;-0.005731482887268102
0;17315;-0.006343980216980016
0;17352;-0.006716390037536657
0;17389;-0.006817658329010046
0;17426;-0.006634731674194372
0;17463;-0.006176550769805944
0;17500;-0.005478163146972692
0;17537;-0.004596431636810339
0;17574;-0.003599782371521032
0;17611;-0.0025572375297546746
0;17648;-0.0015376404762268425
0;17685;-0.0006120995521545769
0;17722;0.0001501842498778938
0;17759;0.0006894870758056282
0;17796;0.0009661718368529915
0;17833;0.0009645029067992805
0;17870;0.0006886526107787727
0;17907;0.0001584692955016731
0;17944;-0.0005911783218384148
0;17981;-0.0015070036888122917
0;18018;-0.0025208786964416863
0;18055;-0.0035585359573364617
0;18092;-0.004544873619079626
0;18129;-0.005409498596191442
0;18166;-0.006092090988159216
0;18203;-0.006544311428070104
0;18240;-0.006729860687255895
0;18277;-0.006631036186218298
0;18314;-0.006253321552276647
0;18351;-0.005626817131042516
0;18388;-0.004805167102813757
0;18425;-0.0038569764137268425
0;18462;-0.0028538302421570183
0;18499;-0.0018615917205810906
0;18536;-0.0009433225631714226
0;18573;-0.00016470708847049487
0;18610;0.0004082723617553352
0;18647;0.0007241769790649055
0;18684;0.0007613702774047493
0;18721;0.0005264087677001594
0;18758;4.08693313598274e-05
0;18795;-0.0006647304534912468
0;18832;-0.0015446142196655632
0;18869;-0.002535481834411657
0;18906;-0.003561814212799108
0;18943;-0.004546959781646764
0;18980;-0.005419810199737585
0;19017;-0.006118734264373815
0;19054;-0.006594438934326208
0;19091;-0.006810148143768346
0;19128;-0.006744404220581091
0;19165;-0.006396670722961462
0;19202;-0.0057913259506225945
0;19239;-0.0049771265029907585
0;19276;-0.004019339466095007
0;19313;-0.0029874042510986687
0;19350;-0.0019499854087829949
0;19387;-0.000976939582824743
0;19424;-0.00013943471908572924
0;19461;0.0004976793289184211
0;19498;0.0008856459617614387
0;19535;0.000999073600769007
0;19572;0.0008345051765441536
0;19609;0.000405649757385218
0;19646;-0.000259180450439489
0;19683;-0.0011141494750976921
0;19720;-0.002096493625640905
0;19757;-0.003133614444732702
0;19794;-0.0041499332427978874
0;19831;-0.00507267274856571
0;19868;-0.005836744689941442
0;19905;-0.006388743305206335
0;19942;-0.006687302970886266
0;19979;-0.006706316852569616
0;20016;-0.006441016578674352
0;20053;-0.0059117273330688835
0;20090;-0.0051626757621765496
0;20127;-0.0042578176498413445
0;20164;-0.0032688573837280632
0;20201;-0.0022645787239075066
0;20238;-0.0013081029891968132
0;20275;-0.00046374359130862963
0;20312;0.00020126543045040357
0;20349;0.0006274386405944465
0;20386;0.0007798477172851204
0;20423;0.0006547971725463508
0;20460;0.0002692147254943489
0;20497;-0.0003501967430115105
0;20534;-0.0011651114463806511
0;20571;-0.002119083786010778
0;20608;-0.003140170955657995
0;20645;-0.004151304149627721
0;20682;-0.005078394794464147
0;20719;-0.005855579757690466
0;20756;-0.0064283803939819695
0;20793;-0.006754715824127233
0;20830;-0.0068060354232788445
0;20867;-0.006572862052917516
0;20904;-0.006069083595275915
0;20941;-0.005333502674102819
0;20978;-0.004426319980621374
0;21015;-0.003416498088836706
0;21052;-0.002372999572753942
0;21089;-0.0013650254249573113
0;21126;-0.0004632071495056511
0;21163;0.0002633734703063606
0;21200;0.0007583900451659797
0;21237;0.0009863182067870735
0;21274;0.0009352966308593391
0;21311;0.0006125374794005989
0;21348;4.027328491207349e-05
0;21385;-0.0007431105613708855
0;21422;-0.0016815260887146355
0;21459;-0.0027050570487976433
0;21496;-0.00373907842636112
0;21533;-0.004708845996856725
0;21570;-0.005545218372345007
0;21607;-0.006190140628814733
0;21644;-0.006597359561920202
0;21681;-0.006733198547363317
0;21718;-0.006583888912200964
0;21755;-0.00615914621353153
0;21792;-0.005493660354614294
0;21829;-0.004644413375854528
0;21866;-0.0036813811302185417
0;21903;-0.002675552749633825
0;21940;-0.0016918972969055535
0;21977;-0.0007933572769165398
0;22014;-4.6391868591344476e-05
0;22051;0.0004840298652648567
0;22088;0.0007512374877929329
0;22125;0.0007390781402587532
0;22162;0.0004578634262084602
0;22199;-6.91608428955437e-05
0;22236;-0.0008093909263611199
0;22273;-0.0017141894340515496
0;22310;-0.002716918373107946
0;22347;-0.00374140300750736
0;22384;-0.004711528205871618
0;22421;-0.005557794952392614
0;22458;-0.006220538997650182
0;22495;-0.006652434253692663
0;22532;-0.006819327259063757
0;22569;-0.0067030385971069695
0;22606;-0.0063070849418640496
0;22643;-0.005660672569274938
0;22680;-0.004815955543518102
0;22717;-0.003839989089965856
0;22754;-0.0028020934104919792
0;22791;-0.0017709330558777214
0;22828;-0.0008167819023132683
0;22865;-1.0331058502233148e-05
0;22902;0.0005855365753173469
0;22939;0.0009261771202087044
0;22976;0.0009899540901183723
0;23013;0.0007771655082702278
0;23050;0.000304023838043177
0;23087;-0.0003983572959900261
0;23124;-0.0012808636665344597
0;23161;-0.002278407001495397
0;23198;-0.0033171371459961296
0;23235;-0.004322190666198766
0;23272;-0.005221207523345983
0;23309;-0.005951185607910192
0;23346;-0.006460984134674108
0;23383;-0.006711621665954626
0;23420;-0.006679792785644567
0;23457;-0.006365616703033483
0;23494;-0.005793412113189733
0;23531;-0.005011876010894811
0;23568;-0.004086692714691198
0;23605;-0.003090281867980993
0;23642;-0.002089937114715612
0;23679;-0.001148600959777868
0;23716;-0.0003311232566833855
0;23753;0.00029555997848507154
0;23790;0.0006748839378356575
0;23827;0.0007777019500732063
0;23864;0.0006049080848693489
0;23901;0.0001755758285522102
0;23938;-0.0004816845893860222
0;23975;-0.0013258651733398796
0;24012;-0.002297301673889196
0;24049;-0.003322203540802038
0;24086;-0.004323501968383825
0;24123;-0.005228658103942907
0;24160;-0.005973298931121862
0;24197;-0.006505210781097448
0;24234;-0.006784339332580602
0;24271;-0.006785471820831335
0;24308;-0.006502588176727331
0;24345;-0.005954106235504186
0;24382;-0.0051834181785583855
0;24419;-0.004252989673614538
0;24456;-0.0032323197364807488
0;24493;-0.002189894104003942
0;24530;-0.0011953906059265496
0;24567;-0.00031991758346561205
0;24604;0.00036923131942745435
0;24641;0.0008188291549682258
0;24678;0.0009976430892943977
0;24715;0.0008975072860717415
0;24752;0.0005284949302672981
0;24789;-8.430042266849291e-05
0;24826;-0.0008998111724853874
0;24863;-0.0018586710929870964
0;24900;-0.0028895334243774773
0;24937;-0.003917594337463415
0;24974;-0.004868526840209997
0;25011;-0.005674798870086706
0;25048;-0.006280799293518102
0;25085;-0.006641765022277868
0;25122;-0.00672759571075443
0;25159;-0.006528039360046423
0;25196;-0.006057579898834264
0;25233;-0.005354841136932409
0;25270;-0.004480083370208776
0;25307;-0.003504414939880407
0;25344;-0.002497930908203161
0;25381;-0.001524587059021032
0;25418;-0.0006481007575989128
0;25455;6.494960784908521e-05
0;25492;0.0005513831138610481
0;25529;0.0007694765090942024
0;25566;0.0007084413528442024
0;25603;0.000381688690185511
0;25640;-0.00018592634201053393
0;25677;-0.0009592966079712273
0;25714;-0.00188668527603153
0;25751;-0.0028990105628967644
0;25788;-0.00391920366287235
0;25825;-0.004872341537475622
0;25862;-0.00568999805450443
0;25899;-0.006314952754974401
0;25936;-0.006702084922790563
0;25973;-0.0068196252822876335
0;26010;-0.006652791881561315
0;26047;-0.006209690952301061
0;26084;-0.005523641490936315
0;26121;-0.0046507314682007195
0;26158;-0.0036587313652038933
0;26195;-0.0026170805931091667
0;26232;-0.001594324493408239
0;26269;-0.0006612733840942742
0;26306;0.0001120372772216438
0;26343;0.000665347194671595
0;26380;0.0009578867912292122
0;26417;0.0009721323013305305
0;26454;0.0007116600036620735
0;26491;0.00019518575668331373
0;26528;-0.0005431965827942253
0;26565;-0.0014512137413025261
0;26602;-0.002461512470245397
0;26639;-0.003499825382232702
0;26676;-0.004491110229492223
0;26713;-0.005364497089386022
0;26750;-0.006058831596374548
0;26787;-0.006525178337097204
0;26824;-0.00672682085037235
0;26861;-0.00664432802200321
0;26898;-0.00628199138641361
0;26935;-0.00566854038238529
0;26972;-0.004856367492675817
0;27009;-0.003913481616973913
0;27046;-0.0029115275382995964
0;27083;-0.0019171432495117546
0;27120;-0.0009928540229797722
0;27157;-0.00020434417724612963
0;27194;0.00038204631805416334
0;27231;0.0007136269569396614
0;27268;0.0007667943000793098
0;27305;0.000546793556213343
0;27342;7.484397888180006e-05
0;27379;-0.0006190136909485222
0;27416;-0.00149073162078861
0;27453;-0.002477069282531774
0;27490;-0.0035034612655640007
0;27527;-0.00449283876419071
0;27564;-0.005373914623260534
0;27601;-0.006084342384338415
0;27638;-0.006573994541168249
0;27675;-0.006805260562896764
0;27712;-0.006755848312377966
0;27749;-0.00642385044097904
0;27786;-0.005832155132293737
0;27823;-0.005028326892852819
0;27860;-0.004076798343658483
0;27897;-0.0030473069190979363
0;27934;-0.0020082191467285515
0;27971;-0.0010296896934509636
0;28008;-0.00018258848190311205
